guest_id,country,loyalty_tier,total_stays,total_spend_eur,avg_lead_time_days,preferred_segment,enrolled_date,email_opt_in
G000390,ESP,Bronze,3,530.99,28,Corporate,2015-03-20,Y
G000391,ITA,Bronze,1,125.63,98,Complementary,2023-11-19,Y
G000392,PRT,Bronze,3,721.08,91,Direct,2022-05-01,Y
G000393,DEU,Bronze,1,113.37,67,Complementary,2016-09-19,Y
G000394,CHN,Silver,4,1034.6,41,Groups,2021-10-16,Y
G000395,GBR,Bronze,1,156.33,70,Online TA,2021-10-30,Y
G000396,PRT,Silver,5,798.72,77,Corporate,2017-04-30,N
G000397,USA,Bronze,1,305.51,26,Direct,2023-09-28,Y
G000398,DEU,Silver,6,2081.64,40,Corporate,2015-07-25,Y
G000399,ITA,Gold,20,5928.62,61,Complementary,2016-04-19,Y
G000400,USA,Gold,15,2531.08,86,Offline TA/TO,2023-03-22,Y
G000401,USA,Bronze,2,376.14,41,Corporate,2022-09-26,N
G000402,PRT,Silver,10,1157.78,115,Online TA,2016-02-29,N
G000403,BRA,Gold,29,3739.27,106,Offline TA/TO,2021-11-09,Y
G000404,BRA,Gold,26,2872.82,63,Direct,2015-09-17,N
G000405,ITA,Silver,9,3096.29,73,Groups,2022-09-20,Y
G000406,BRA,Bronze,3,777.61,26,Groups,2021-11-15,Y
G000407,GBR,Bronze,1,314.74,103,Corporate,2018-08-06,Y
G000408,BRA,Bronze,2,457.27,58,Online TA,2015-11-19,N
G000409,GBR,Bronze,3,602.13,70,Complementary,2022-04-30,Y
G000410,NLD,Bronze,2,605.99,86,Complementary,2018-06-01,Y
G000411,USA,Silver,6,1802.87,49,Groups,2023-08-10,N
G000412,ESP,Silver,9,956.77,7,Offline TA/TO,2018-12-25,N
G000413,USA,Silver,9,2899.41,24,Complementary,2023-04-30,N
G000414,BRA,Bronze,3,993.48,34,Corporate,2023-10-06,Y
G000415,NLD,Silver,10,3301.89,22,Corporate,2020-02-17,Y
G000416,USA,Platinum,86,26357.31,72,Online TA,2022-10-04,Y
G000417,BRA,Silver,4,864.44,60,Groups,2022-10-07,Y
G000418,NLD,Bronze,2,234.62,96,Complementary,2020-09-29,N
G000419,NLD,Gold,21,2819.04,98,Offline TA/TO,2022-09-13,N
G000420,ITA,Gold,16,3623.56,97,Direct,2023-07-14,N
G000421,BRA,Silver,8,1257.6,110,Direct,2020-11-11,Y
G000422,FRA,Bronze,1,152.08,43,Complementary,2017-10-23,Y
G000423,PRT,Gold,20,5669.41,52,Corporate,2016-02-24,Y
G000424,DEU,Silver,7,2042.34,95,Complementary,2015-07-12,N
G000425,DEU,Bronze,3,250.5,32,Groups,2023-10-04,N
G000426,ESP,Gold,22,6146.39,106,Complementary,2017-03-03,N
G000427,GBR,Bronze,3,835.41,55,Direct,2019-10-22,N
G000428,USA,Silver,5,407.62,97,Online TA,2015-06-13,Y
G000429,NLD,Gold,30,6373.46,77,Offline TA/TO,2015-10-26,N
G000430,CHN,Silver,8,984.24,75,Corporate,2016-01-12,N
G000431,ESP,Bronze,1,177.42,103,Groups,2020-12-12,N
G000432,NLD,Platinum,75,15024.76,86,Online TA,2015-06-13,N
G000433,PRT,Bronze,1,275.47,73,Offline TA/TO,2020-10-07,N
G000434,GBR,Bronze,2,437.5,28,Groups,2020-12-24,Y
G000435,ESP,Silver,9,2750.67,75,Complementary,2023-04-25,N
G000436,ITA,Silver,9,1835.92,11,Direct,2015-10-28,Y
G000437,BRA,Bronze,2,651.93,56,Corporate,2022-01-25,N
G000438,NLD,Bronze,1,81.59,15,Complementary,2021-07-26,Y
G000439,DEU,Silver,6,949.54,84,Direct,2018-02-27,N
G000440,FRA,Bronze,3,672.11,102,Corporate,2023-12-08,N
G000441,CHN,Platinum,32,7342.45,25,Direct,2015-06-21,Y
G000442,ITA,Silver,8,1298.13,34,Corporate,2022-03-30,Y
G000443,NLD,Bronze,1,110.95,116,Direct,2023-06-04,N
G000444,NLD,Silver,6,639.09,69,Offline TA/TO,2019-01-02,Y
G000445,ITA,Silver,4,1292.13,69,Corporate,2018-09-06,N
G000446,BRA,Silver,8,2384.63,28,Direct,2018-07-06,Y
G000447,FRA,Silver,9,2761.47,93,Complementary,2018-09-20,N
G000448,FRA,Bronze,2,457.9,89,Groups,2015-12-02,N
G000449,GBR,Gold,17,4726.97,100,Direct,2015-03-18,Y
G000450,CHN,Gold,29,9416.36,40,Groups,2021-01-19,N
G000451,NLD,Silver,6,1924.13,100,Offline TA/TO,2016-07-02,N
G000452,ESP,Silver,7,580.02,115,Groups,2022-09-03,Y
G000453,NLD,Silver,7,1630.42,91,Online TA,2023-04-03,N
G000454,ITA,Gold,26,2521.29,36,Direct,2022-07-01,Y
G000455,PRT,Silver,7,2226.13,90,Offline TA/TO,2016-02-27,N
G000456,BRA,Gold,28,5087.55,53,Groups,2022-04-30,Y
G000457,ITA,Silver,5,876.41,69,Corporate,2021-10-10,Y
G000458,DEU,Silver,7,705.7,34,Online TA,2017-02-04,Y
G000459,ITA,Bronze,3,575.84,99,Direct,2020-05-26,N
G000460,FRA,Bronze,3,437.37,80,Groups,2016-10-21,Y
G000461,FRA,Silver,8,999.3,73,Corporate,2021-09-20,Y
G000462,NLD,Gold,20,2769.6,67,Corporate,2016-11-29,Y
G000463,CHN,Gold,29,7199.75,40,Online TA,2023-02-14,N
G000464,FRA,Gold,13,2367.52,20,Direct,2017-04-08,N
G000465,NLD,Gold,16,5174.95,11,Groups,2020-08-23,Y
G000466,BRA,Bronze,3,910.29,73,Corporate,2019-02-26,Y
G000467,NLD,Silver,5,873.2,19,Corporate,2016-07-02,N
G000468,CHN,Bronze,1,241.54,59,Offline TA/TO,2017-02-13,Y
G000469,BRA,Silver,8,1762.69,90,Online TA,2022-09-18,N
G000470,CHN,Bronze,1,150.55,61,Groups,2019-02-06,N
G000471,CHN,Platinum,83,19012.67,68,Online TA,2019-02-25,N
G000472,GBR,Bronze,2,557.32,102,Online TA,2020-01-04,Y
G000473,PRT,Bronze,3,370.2,109,Direct,2016-08-18,N
G000474,GBR,Gold,13,1818.41,84,Direct,2023-02-15,N
G000475,NLD,Gold,27,7347.61,14,Online TA,2022-03-07,N
G000476,NLD,Bronze,1,132.58,72,Groups,2022-10-31,Y
G000477,FRA,Silver,4,1027.42,18,Offline TA/TO,2023-09-29,N
G000478,GBR,Bronze,2,439.58,18,Groups,2018-03-11,N
G000479,BRA,Bronze,2,405.57,80,Direct,2017-12-05,Y
G000480,GBR,Bronze,1,159.45,109,Groups,2017-11-21,N
G000481,USA,Silver,8,2276.14,94,Corporate,2021-07-31,Y
G000482,ESP,Bronze,2,525.53,109,Offline TA/TO,2019-08-17,N
G000483,BRA,Silver,9,1418.11,93,Complementary,2018-11-01,Y
G000484,NLD,Silver,7,973.09,41,Online TA,2023-05-15,Y
G000485,ESP,Bronze,1,135.83,113,Online TA,2021-12-08,N
G000486,CHN,Bronze,1,245.73,12,Corporate,2019-03-01,N
G000487,CHN,Bronze,3,388.13,42,Corporate,2017-06-28,Y
G000488,BRA,Bronze,2,431.34,117,Complementary,2023-09-14,Y
G000489,PRT,Bronze,1,165.23,8,Complementary,2017-05-13,N
G000490,DEU,Silver,6,783.19,37,Offline TA/TO,2020-04-14,N
G000491,ITA,Bronze,2,538.38,53,Corporate,2018-02-19,N
G000492,ESP,Bronze,1,274.62,78,Corporate,2019-04-10,Y
G000493,USA,Bronze,3,383.05,24,Complementary,2020-10-18,N
G000494,FRA,Silver,6,1125.41,14,Online TA,2017-11-07,N
G000495,CHN,Gold,21,3726.65,78,Offline TA/TO,2018-11-10,Y
G000496,CHN,Bronze,2,471.5,29,Offline TA/TO,2018-12-25,N
G000497,DEU,Silver,10,1828.89,66,Complementary,2016-08-16,Y
G000498,GBR,Silver,7,2164.42,17,Online TA,2018-11-08,Y
G000499,USA,Bronze,3,459.71,106,Offline TA/TO,2023-05-22,N
G000500,DEU,Bronze,1,276.5,102,Complementary,2023-05-29,Y
G000501,USA,Bronze,2,665.87,77,Direct,2015-04-18,N
G000502,BRA,Silver,4,411.06,46,Online TA,2017-10-10,N
G000503,ITA,Bronze,1,87.71,117,Offline TA/TO,2020-05-04,N
G000504,CHN,Platinum,87,10133.85,29,Groups,2021-09-13,N
G000505,CHN,Silver,8,2021.94,46,Offline TA/TO,2020-05-26,Y
G000506,DEU,Gold,22,3303.25,8,Direct,2020-11-13,Y
G000507,USA,Bronze,2,671.36,45,Direct,2023-08-04,N
G000508,CHN,Silver,5,654.57,62,Corporate,2017-10-20,Y
G000509,BRA,Silver,7,1057.03,87,Online TA,2020-10-17,N
G000510,GBR,Bronze,3,392.28,30,Online TA,2018-04-01,Y
G000511,PRT,Silver,7,914.92,26,Direct,2020-12-31,Y
G000512,PRT,Bronze,1,273.1,36,Direct,2016-09-09,Y
G000513,USA,Bronze,2,698.9,96,Direct,2018-09-14,Y
G000514,USA,Gold,19,1886.2,30,Online TA,2017-10-21,N
G000515,USA,Gold,18,5188.16,38,Complementary,2015-05-18,Y
G000516,DEU,Bronze,1,185.06,48,Online TA,2022-01-21,Y
G000517,DEU,Silver,8,1679.46,32,Offline TA/TO,2015-08-02,Y
G000518,DEU,Platinum,72,6052.92,81,Direct,2019-06-10,Y
G000519,GBR,Bronze,1,180.28,38,Online TA,2020-08-09,Y
G000520,FRA,Silver,10,1759.9,96,Groups,2023-11-16,Y
G000521,USA,Bronze,1,297.49,100,Online TA,2015-03-29,N
G000522,CHN,Bronze,1,270.79,44,Groups,2022-10-26,N
G000523,DEU,Bronze,1,277.75,118,Groups,2021-03-21,Y
G000524,USA,Bronze,1,226.23,7,Complementary,2020-09-03,N
G000525,GBR,Silver,8,1332.7,91,Groups,2019-05-07,Y
G000526,ITA,Silver,10,2455.21,59,Complementary,2018-08-12,Y
G000527,PRT,Bronze,3,384.7,32,Direct,2020-06-11,Y
G000528,NLD,Bronze,3,665.92,39,Direct,2019-02-09,Y
G000529,GBR,Silver,4,1322.68,66,Complementary,2015-09-06,N
G000530,DEU,Silver,10,3023.84,74,Direct,2023-03-27,Y
G000531,ESP,Gold,27,2897.93,75,Corporate,2017-02-15,Y
G000532,NLD,Silver,8,2251.59,52,Complementary,2020-02-22,N
G000533,FRA,Gold,16,3460.27,75,Groups,2019-12-20,N
G000534,BRA,Gold,22,6299.26,112,Complementary,2018-08-17,Y
G000535,USA,Silver,7,1240.42,64,Corporate,2015-01-01,Y
G000536,DEU,Platinum,48,16714.62,7,Offline TA/TO,2017-06-27,Y
G000537,NLD,Gold,19,4373.94,26,Direct,2015-06-04,N
G000538,DEU,Bronze,1,142.91,18,Groups,2019-06-26,Y
G000539,NLD,Silver,6,1271.01,111,Direct,2021-09-04,N
G000540,ITA,Bronze,3,986.72,51,Corporate,2019-09-03,Y
G000541,BRA,Gold,30,7534.49,13,Offline TA/TO,2020-11-17,Y
G000542,FRA,Bronze,3,805.19,13,Complementary,2023-03-16,N
G000543,DEU,Platinum,42,5878.45,107,Corporate,2016-08-29,Y
G000544,BRA,Bronze,2,301.78,71,Corporate,2023-09-05,Y
G000545,NLD,Silver,8,1493.89,32,Groups,2021-11-28,Y
G000546,NLD,Bronze,2,529.76,18,Direct,2022-07-14,N
G000547,PRT,Bronze,2,480.69,105,Offline TA/TO,2016-11-24,N
G000548,ESP,Silver,8,736.94,32,Complementary,2019-03-12,Y
G000549,FRA,Silver,4,1344.86,118,Offline TA/TO,2015-02-26,N
G000550,ESP,Silver,6,516.85,101,Groups,2017-05-17,Y
G000551,PRT,Silver,8,2141.35,55,Groups,2022-06-10,Y
G000552,PRT,Bronze,1,94.33,15,Corporate,2022-05-28,N
G000553,BRA,Silver,6,953.84,36,Corporate,2020-09-13,Y
G000554,ESP,Gold,30,3112.97,71,Corporate,2021-04-15,Y
G000555,FRA,Bronze,3,558.65,9,Offline TA/TO,2022-09-03,N
G000556,DEU,Bronze,2,598.42,119,Corporate,2015-05-01,N
G000557,CHN,Bronze,2,554.14,93,Groups,2022-01-06,Y
G000558,ITA,Bronze,3,976.89,64,Groups,2016-06-23,Y
G000559,CHN,Silver,8,1307.44,24,Corporate,2023-08-21,Y
G000560,GBR,Silver,5,1152.41,30,Offline TA/TO,2016-08-19,Y
G000561,DEU,Silver,7,1969.2,26,Online TA,2016-03-13,Y
G000562,ESP,Bronze,3,723.05,94,Direct,2019-01-11,Y
G000563,ITA,Silver,5,1361.23,30,Corporate,2020-07-05,N
G000564,PRT,Bronze,1,286.43,41,Corporate,2017-06-30,Y
G000565,USA,Silver,5,1328.61,120,Online TA,2019-10-18,N
G000566,NLD,Silver,9,1677.79,83,Groups,2020-11-21,Y
G000567,BRA,Silver,7,1540.35,101,Direct,2021-04-03,N
G000568,DEU,Silver,4,794.72,106,Offline TA/TO,2020-03-04,Y
G000569,USA,Bronze,3,615.5,18,Complementary,2020-08-12,Y
G000570,ITA,Bronze,3,558.38,64,Direct,2017-01-02,N
G000571,FRA,Silver,5,737.61,98,Complementary,2016-05-21,Y
G000572,BRA,Bronze,2,442.86,100,Groups,2021-11-12,Y
G000573,FRA,Bronze,2,465.37,27,Online TA,2017-01-02,Y
G000574,GBR,Bronze,2,498.28,23,Online TA,2015-01-15,N
G000575,NLD,Bronze,2,596.03,119,Corporate,2017-09-01,Y
G000576,NLD,Silver,7,710.08,7,Online TA,2021-02-19,N
G000577,PRT,Silver,10,1299.07,90,Offline TA/TO,2015-05-31,Y
G000578,GBR,Gold,30,5082.0,13,Direct,2019-09-04,Y
G000579,NLD,Bronze,2,681.8,53,Direct,2016-01-17,N
G000580,GBR,Bronze,2,615.39,44,Corporate,2016-07-05,Y
G000581,ESP,Silver,6,1329.93,85,Direct,2016-03-23,Y
G000582,ITA,Bronze,3,733.16,40,Groups,2021-06-13,N
G000583,USA,Gold,26,7198.88,70,Online TA,2021-11-01,Y
G000584,GBR,Silver,4,822.08,101,Online TA,2023-12-20,N
G000585,ESP,Bronze,2,166.1,95,Offline TA/TO,2017-11-08,Y
G000586,ITA,Bronze,3,332.21,50,Corporate,2023-02-15,Y
G000587,PRT,Gold,21,6874.64,89,Online TA,2020-05-26,Y
G000588,PRT,Silver,6,1983.02,113,Groups,2018-05-11,N
G000589,ITA,Silver,5,1479.37,15,Online TA,2018-02-22,Y
G000590,BRA,Bronze,2,468.33,30,Groups,2016-04-23,N
G000591,USA,Silver,9,1725.7,119,Online TA,2019-03-03,N
G000592,ITA,Gold,27,3435.84,107,Direct,2023-09-21,Y
G000593,FRA,Gold,11,3567.72,31,Offline TA/TO,2020-06-03,N
G000594,FRA,Silver,10,2627.14,33,Complementary,2015-05-30,N
G000595,NLD,Bronze,3,995.19,118,Direct,2018-09-27,N
G000596,DEU,Gold,20,4718.82,88,Online TA,2018-08-07,Y
G000597,DEU,Bronze,2,522.41,26,Online TA,2018-01-25,Y
G000598,ITA,Bronze,3,407.33,77,Offline TA/TO,2018-01-15,Y
G000599,NLD,Gold,18,1786.24,50,Groups,2019-12-23,Y
G000600,GBR,Bronze,2,367.14,61,Corporate,2017-01-03,N
G000601,USA,Silver,6,607.24,79,Online TA,2016-01-16,N
G000602,ESP,Bronze,2,285.11,25,Groups,2017-11-22,N
G000603,PRT,Bronze,3,607.16,15,Corporate,2016-04-07,N
G000604,BRA,Bronze,1,217.15,111,Complementary,2023-12-08,Y
G000605,NLD,Bronze,3,613.39,59,Online TA,2021-12-18,Y
G000606,NLD,Silver,7,953.57,62,Corporate,2021-05-12,N
G000607,NLD,Silver,5,554.34,66,Offline TA/TO,2021-03-23,Y
G000608,NLD,Gold,23,5555.19,105,Corporate,2018-09-03,N
G000609,PRT,Silver,4,1278.24,103,Online TA,2022-05-30,Y
G000610,ITA,Bronze,2,265.66,45,Groups,2023-11-28,N
G000611,NLD,Gold,22,5221.4,72,Corporate,2016-06-06,N
G000612,DEU,Bronze,3,328.86,117,Direct,2017-08-21,N
G000613,BRA,Silver,9,1706.66,76,Online TA,2022-06-06,Y
G000614,FRA,Bronze,1,306.79,43,Complementary,2016-05-29,Y
G000615,FRA,Bronze,3,772.92,17,Online TA,2022-03-15,N
G000616,BRA,Gold,24,4864.48,77,Corporate,2019-04-25,N
G000617,ESP,Bronze,2,617.27,98,Groups,2018-01-07,N
G000618,ITA,Gold,12,2800.8,21,Groups,2020-05-26,Y
G000619,CHN,Bronze,3,658.73,120,Groups,2015-12-29,Y
G000620,DEU,Bronze,3,886.46,85,Direct,2018-11-08,Y
G000621,DEU,Bronze,3,581.02,44,Online TA,2015-05-25,N
G000622,NLD,Silver,6,1416.59,13,Complementary,2018-04-10,Y
G000623,DEU,Bronze,1,309.89,39,Online TA,2021-11-27,N
G000624,FRA,Bronze,2,651.47,91,Corporate,2019-02-23,Y
G000625,PRT,Bronze,3,887.49,50,Direct,2016-08-17,Y
G000626,FRA,Gold,23,5942.74,33,Groups,2023-03-27,N
G000627,BRA,Bronze,2,250.5,67,Offline TA/TO,2020-05-04,Y
G000628,BRA,Bronze,3,357.57,8,Offline TA/TO,2023-12-10,N
G000629,ITA,Bronze,2,655.56,115,Corporate,2021-11-05,N
G000630,BRA,Bronze,2,513.35,66,Complementary,2023-05-27,Y
G000631,FRA,Silver,10,1711.0,47,Groups,2015-02-13,Y
G000632,USA,Gold,14,1512.77,51,Online TA,2023-02-18,N
G000633,NLD,Bronze,1,95.36,91,Online TA,2021-09-21,Y
G000634,NLD,Silver,4,726.04,109,Online TA,2016-03-30,Y
G000635,DEU,Bronze,2,658.26,105,Corporate,2022-10-06,N
G000636,PRT,Bronze,1,184.92,40,Offline TA/TO,2016-12-29,N
G000637,GBR,Bronze,1,254.28,25,Groups,2023-08-15,N
G000638,GBR,Bronze,3,323.66,16,Groups,2023-02-28,N
G000639,BRA,Silver,7,2323.17,41,Online TA,2022-11-07,N
G000640,BRA,Gold,27,5645.64,115,Complementary,2023-10-04,Y
G000641,ITA,Silver,7,1632.09,49,Complementary,2018-05-25,N
G000642,ITA,Bronze,3,931.21,17,Corporate,2023-07-12,N
G000643,DEU,Silver,8,2067.19,96,Corporate,2016-03-13,N
G000644,PRT,Bronze,3,268.92,99,Groups,2017-09-03,N
G000645,USA,Bronze,3,672.49,9,Direct,2018-10-21,Y
G000646,CHN,Bronze,3,411.46,65,Complementary,2021-01-06,Y
G000647,PRT,Silver,4,848.01,67,Groups,2015-07-07,Y
G000648,GBR,Silver,4,1297.04,65,Groups,2016-11-30,Y
G000649,ESP,Gold,26,2523.03,61,Offline TA/TO,2023-04-11,N
G000650,ESP,Bronze,3,500.49,104,Direct,2021-08-26,Y
G000651,ITA,Bronze,1,125.37,77,Online TA,2019-12-02,Y
G000652,PRT,Gold,14,4059.56,119,Corporate,2015-11-27,Y
G000653,USA,Bronze,1,192.38,95,Online TA,2017-04-24,Y
G000654,NLD,Silver,7,2332.99,95,Direct,2021-09-08,Y
G000655,CHN,Silver,4,772.29,37,Online TA,2016-04-26,Y
G000656,ESP,Silver,8,2303.92,42,Direct,2017-03-04,Y
G000657,PRT,Silver,10,1276.07,13,Complementary,2019-01-31,N
G000658,PRT,Bronze,2,183.39,75,Online TA,2016-10-09,Y
G000659,ITA,Bronze,1,240.03,60,Online TA,2023-05-19,N
G000660,BRA,Bronze,1,144.02,118,Online TA,2019-03-19,Y
G000661,NLD,Bronze,3,357.4,65,Online TA,2019-05-06,N
G000662,FRA,Bronze,3,403.79,11,Complementary,2021-05-18,Y
G000663,ITA,Bronze,1,192.92,35,Offline TA/TO,2021-10-08,Y
G000664,CHN,Silver,8,826.78,69,Online TA,2021-08-20,N
G000665,BRA,Gold,24,3525.95,81,Online TA,2021-08-20,Y
G000666,CHN,Gold,12,4171.73,11,Corporate,2020-12-15,N
G000667,GBR,Bronze,3,641.18,78,Direct,2022-10-10,N
G000668,GBR,Gold,20,5097.26,9,Corporate,2022-07-03,N
G000669,USA,Bronze,2,687.27,105,Online TA,2022-11-20,N
G000670,GBR,Bronze,2,624.61,56,Complementary,2018-09-25,Y
G000671,ESP,Bronze,2,470.62,107,Complementary,2015-11-28,N
G000672,ITA,Silver,8,879.69,66,Groups,2015-06-17,N
G000673,ITA,Bronze,3,352.11,37,Groups,2016-04-10,N
G000674,DEU,Silver,10,1665.25,71,Complementary,2019-09-29,N
G000675,GBR,Bronze,2,430.78,67,Complementary,2020-12-18,N
G000676,USA,Bronze,2,641.63,18,Direct,2019-05-20,Y
G000677,FRA,Bronze,1,110.25,70,Online TA,2017-04-16,Y
G000678,USA,Bronze,3,520.83,101,Complementary,2015-03-29,N
G000679,BRA,Bronze,1,254.06,81,Offline TA/TO,2022-05-09,N
G000680,NLD,Bronze,3,610.99,23,Offline TA/TO,2016-12-04,N
G000681,USA,Bronze,2,350.69,28,Groups,2016-10-20,N
G000682,PRT,Bronze,1,144.23,47,Groups,2016-06-02,N
G000683,ITA,Bronze,1,259.7,25,Offline TA/TO,2020-01-11,Y
G000684,USA,Silver,4,1150.0,47,Online TA,2015-01-18,N
G000685,USA,Silver,7,2071.2,50,Complementary,2016-04-05,N
G000686,BRA,Gold,28,4569.1,86,Online TA,2020-01-01,N
G000687,DEU,Bronze,1,139.98,32,Direct,2015-12-09,N
G000688,NLD,Silver,8,1699.41,84,Groups,2015-08-18,N
G000689,PRT,Bronze,3,552.75,43,Offline TA/TO,2018-12-10,N
G000690,BRA,Platinum,87,24378.49,109,Corporate,2018-03-28,Y
G000691,NLD,Gold,24,7334.11,18,Online TA,2017-05-01,N
G000692,BRA,Bronze,3,311.64,88,Offline TA/TO,2019-08-25,Y
G000693,BRA,Silver,8,1041.77,44,Groups,2020-07-02,Y
G000694,USA,Gold,29,6188.81,35,Direct,2023-11-15,Y
G000695,DEU,Bronze,2,513.06,60,Online TA,2020-07-07,Y
G000696,NLD,Bronze,2,473.78,62,Offline TA/TO,2022-01-16,N
G000697,FRA,Platinum,33,10171.45,81,Direct,2016-08-21,N
G000698,ITA,Bronze,3,282.84,60,Complementary,2018-12-29,Y
G000699,FRA,Bronze,3,396.99,104,Direct,2021-09-18,Y
G000700,ITA,Silver,10,2650.7,19,Groups,2021-07-03,N
G000701,USA,Gold,27,4879.27,59,Offline TA/TO,2016-10-29,Y
G000702,CHN,Bronze,3,925.32,96,Direct,2019-09-06,N
G000703,DEU,Gold,15,3142.05,95,Offline TA/TO,2016-07-23,N
G000704,PRT,Gold,21,5705.1,102,Direct,2017-06-29,Y
G000705,FRA,Gold,18,2049.17,17,Corporate,2022-09-30,Y
G000706,PRT,Bronze,2,266.03,108,Complementary,2020-10-04,Y
G000707,GBR,Bronze,2,520.5,107,Direct,2021-09-30,Y
G000708,DEU,Silver,5,522.55,81,Offline TA/TO,2018-12-13,Y
G000709,GBR,Gold,18,4211.34,111,Groups,2023-07-24,Y
G000710,CHN,Silver,5,1617.24,7,Complementary,2016-02-09,Y
G000711,GBR,Gold,22,4371.62,30,Offline TA/TO,2019-04-04,N
G000712,GBR,Bronze,1,113.38,73,Online TA,2020-07-23,N
G000713,GBR,Silver,9,1517.32,56,Offline TA/TO,2020-02-15,N
G000714,BRA,Silver,5,792.3,31,Direct,2023-12-31,N
G000715,BRA,Gold,11,2876.12,63,Groups,2022-05-21,Y
G000716,FRA,Bronze,2,560.37,15,Offline TA/TO,2017-03-26,N
G000717,DEU,Bronze,2,551.61,104,Complementary,2023-08-04,N
G000718,BRA,Silver,7,1820.02,69,Groups,2018-02-16,Y
G000719,FRA,Silver,4,857.06,10,Direct,2023-04-11,Y
G000720,ITA,Gold,11,2016.42,26,Offline TA/TO,2021-12-22,Y
G000721,ESP,Silver,10,2940.37,44,Complementary,2020-08-01,N
G000722,PRT,Silver,6,508.63,62,Direct,2019-04-21,N
G000723,CHN,Bronze,2,177.74,91,Offline TA/TO,2022-12-02,Y
G000724,NLD,Bronze,1,286.28,93,Corporate,2022-05-27,N
G000725,NLD,Bronze,1,151.12,55,Groups,2022-08-02,N
G000726,FRA,Silver,6,1436.55,114,Offline TA/TO,2018-11-29,Y
G000727,ITA,Silver,6,1173.6,59,Offline TA/TO,2015-08-20,Y
G000728,GBR,Bronze,3,977.42,118,Offline TA/TO,2016-04-13,N
G000729,BRA,Bronze,3,772.79,79,Groups,2019-09-22,N
G000730,BRA,Bronze,2,363.98,48,Groups,2016-02-05,N
G000731,ITA,Bronze,3,647.24,28,Groups,2018-05-11,N
G000732,DEU,Platinum,99,13642.36,13,Offline TA/TO,2021-06-07,N
G000733,DEU,Gold,13,3117.44,15,Groups,2023-12-26,N
G000734,DEU,Bronze,2,432.51,62,Complementary,2021-01-20,N
G000735,CHN,Bronze,2,404.74,30,Direct,2022-01-15,Y
G000736,CHN,Silver,9,2997.31,110,Groups,2023-08-17,N
G000737,USA,Gold,12,1610.1,25,Online TA,2016-09-08,N
G000738,DEU,Gold,13,4009.34,112,Offline TA/TO,2022-03-31,Y
G000739,ESP,Bronze,3,331.98,10,Online TA,2023-12-09,N
G000740,DEU,Bronze,3,403.61,24,Direct,2017-11-24,N
G000741,PRT,Silver,9,2620.83,117,Direct,2018-07-09,N
G000742,FRA,Gold,13,4350.5,37,Direct,2021-05-27,Y
G000743,GBR,Silver,10,2140.42,37,Groups,2016-05-15,N
G000744,ESP,Bronze,3,997.76,25,Direct,2016-12-18,Y
G000745,ITA,Platinum,38,8071.08,96,Direct,2018-07-20,N
G000746,ITA,Bronze,1,208.31,112,Offline TA/TO,2015-03-28,Y
G000747,BRA,Gold,12,1779.66,46,Complementary,2022-11-09,N
G000748,BRA,Gold,28,8723.81,8,Corporate,2017-11-12,N
G000749,ITA,Bronze,1,327.29,119,Complementary,2019-07-23,Y
G000750,ITA,Bronze,1,278.97,98,Corporate,2016-02-16,Y
G000751,CHN,Silver,4,970.29,101,Offline TA/TO,2020-01-31,Y
G000752,FRA,Silver,9,2642.18,7,Corporate,2017-03-30,N
G000753,FRA,Bronze,1,219.42,115,Groups,2022-09-09,N
G000754,NLD,Silver,7,1052.68,112,Offline TA/TO,2023-12-19,N
G000755,NLD,Bronze,2,633.25,35,Direct,2015-04-05,Y
G000756,NLD,Gold,19,1775.39,61,Groups,2017-12-01,Y
G000757,CHN,Bronze,2,167.62,62,Corporate,2022-07-22,N
G000758,USA,Bronze,3,473.25,55,Online TA,2019-11-02,Y
G000759,FRA,Silver,9,1158.3,10,Offline TA/TO,2017-12-08,Y
G000760,USA,Silver,6,618.9,24,Offline TA/TO,2022-10-09,N
G000761,CHN,Silver,7,698.08,14,Direct,2018-09-25,Y
G000762,CHN,Bronze,2,162.89,86,Corporate,2018-05-24,N
G000763,CHN,Silver,8,1202.23,70,Offline TA/TO,2020-04-01,Y
G000764,ITA,Bronze,3,450.93,12,Online TA,2020-08-06,N
G000765,BRA,Silver,6,1317.5,28,Offline TA/TO,2023-04-07,N
G000766,PRT,Silver,8,1048.07,36,Online TA,2015-05-27,N
G000767,USA,Bronze,3,1046.11,12,Corporate,2018-12-31,N
G000768,ESP,Bronze,1,174.39,118,Offline TA/TO,2017-01-09,Y
G000769,PRT,Silver,8,1900.46,74,Groups,2017-01-09,N
G000770,PRT,Gold,26,8309.32,43,Complementary,2022-08-19,Y
G000771,USA,Bronze,3,263.39,113,Complementary,2022-05-25,N
G000772,NLD,Bronze,2,683.68,64,Offline TA/TO,2023-03-16,Y
G000773,GBR,Bronze,1,295.5,77,Groups,2019-04-12,Y
G000774,ESP,Bronze,1,85.54,27,Corporate,2023-09-28,N
G000775,BRA,Bronze,3,637.58,101,Offline TA/TO,2022-09-06,Y
G000776,USA,Bronze,1,133.97,120,Corporate,2020-05-05,N
G000777,BRA,Silver,4,982.98,87,Corporate,2016-01-16,Y
G000778,CHN,Silver,9,2981.52,87,Complementary,2020-11-19,Y
G000779,FRA,Bronze,2,240.25,94,Offline TA/TO,2017-10-15,N
