feedback_id,guest_id,hotel_type,package_name,stay_date,nps_score,checkin_satisfaction,room_satisfaction,food_satisfaction,value_for_money,would_return,booking_channel
FB0000286,G002673,City Hotel,Half Board,2016-03-23,7,1,4,1,3,Maybe,Direct
FB0000287,G002228,City Hotel,Premium All-Inclusive,2016-02-18,9,4,2,4,4,N,GDS
FB0000288,G003605,Resort Hotel,Half Board,2017-02-23,8,5,3,1,3,Y,GDS
FB0000289,G002889,Resort Hotel,Standard,2016-01-18,7,1,2,5,3,Maybe,GDS
FB0000290,G004155,City Hotel,Breakfast Included,2016-01-11,4,2,2,5,5,N,GDS
FB0000291,G001771,Resort Hotel,Premium All-Inclusive,2016-01-24,10,5,3,5,5,Y,TA/TO
FB0000292,G003819,Resort Hotel,Full Board,2016-03-10,7,5,4,5,2,Y,GDS
FB0000293,G001857,Resort Hotel,Half Board,2017-06-08,7,4,4,2,5,N,Direct
FB0000294,G003781,City Hotel,Standard,2016-09-20,6,2,3,5,3,N,Direct
FB0000295,G002207,Resort Hotel,Premium All-Inclusive,2015-08-18,8,5,5,5,3,Maybe,TA/TO
FB0000296,G004972,Resort Hotel,Breakfast Included,2017-01-02,7,1,5,5,4,Maybe,Direct
FB0000297,G002733,Resort Hotel,Premium All-Inclusive,2017-06-11,9,1,4,5,2,Maybe,TA/TO
FB0000298,G001797,City Hotel,Half Board,2016-05-15,10,1,3,2,1,N,GDS
FB0000299,G000272,Resort Hotel,Half Board,2016-10-16,9,2,3,2,5,N,GDS
FB0000300,G000271,Resort Hotel,Half Board,2015-07-24,10,3,2,4,4,Y,Direct
FB0000301,G002061,Resort Hotel,Half Board,2016-09-14,6,2,1,4,4,Maybe,TA/TO
FB0000302,G002626,City Hotel,Full Board,2017-05-14,8,5,1,4,3,Y,TA/TO
FB0000303,G000190,Resort Hotel,Half Board,2015-12-21,9,2,3,4,1,N,TA/TO
FB0000304,G002228,City Hotel,Standard,2017-06-29,9,4,1,5,2,Maybe,Direct
FB0000305,G000432,City Hotel,Breakfast Included,2016-05-21,3,2,5,1,1,Y,TA/TO
FB0000306,G000367,City Hotel,Half Board,2017-07-23,3,4,3,4,2,Maybe,TA/TO
FB0000307,G002847,Resort Hotel,Standard,2016-05-25,4,4,5,2,5,Y,GDS
FB0000308,G004052,Resort Hotel,Premium All-Inclusive,2016-11-03,9,3,3,4,5,N,GDS
FB0000309,G003131,City Hotel,Breakfast Included,2016-01-17,5,2,5,5,3,Maybe,GDS
FB0000310,G000543,City Hotel,Half Board,2016-01-29,8,5,2,1,5,Y,GDS
FB0000311,G001708,City Hotel,Standard,2015-10-29,7,1,4,3,3,Maybe,Direct
FB0000312,G003000,City Hotel,Breakfast Included,2016-04-23,10,1,4,4,2,Y,GDS
FB0000313,G000348,Resort Hotel,Breakfast Included,2015-10-22,8,2,1,5,2,Y,GDS
FB0000314,G003554,City Hotel,Standard,2017-02-02,4,2,1,5,4,N,TA/TO
FB0000315,G000930,City Hotel,Premium All-Inclusive,2017-05-08,10,1,5,1,2,Y,TA/TO
FB0000316,G001975,Resort Hotel,Premium All-Inclusive,2017-02-11,9,1,2,3,4,Maybe,GDS
FB0000317,G002931,Resort Hotel,Breakfast Included,2016-05-13,6,1,1,5,2,N,GDS
FB0000318,G001515,Resort Hotel,Full Board,2016-03-11,8,5,4,2,3,Y,TA/TO
FB0000319,G001897,Resort Hotel,Breakfast Included,2017-03-29,4,2,1,4,3,Maybe,Direct
FB0000320,G002628,City Hotel,Half Board,2017-03-13,2,1,2,5,3,N,Direct
FB0000321,G003083,City Hotel,Premium All-Inclusive,2017-03-21,8,5,1,1,4,Maybe,GDS
FB0000322,G001804,City Hotel,Breakfast Included,2016-12-14,5,4,3,2,3,Maybe,TA/TO
FB0000323,G001459,Resort Hotel,Standard,2017-02-10,7,5,5,5,2,Y,TA/TO
FB0000324,G004488,Resort Hotel,Half Board,2017-07-11,6,2,1,1,1,Maybe,Direct
FB0000325,G002541,Resort Hotel,Half Board,2017-08-31,6,3,4,5,2,Y,GDS
FB0000326,G000467,Resort Hotel,Half Board,2015-10-16,9,5,4,1,2,Maybe,Direct
FB0000327,G000842,Resort Hotel,Breakfast Included,2016-10-10,6,5,1,2,3,N,TA/TO
FB0000328,G004339,City Hotel,Premium All-Inclusive,2017-02-07,4,2,2,1,3,Y,TA/TO
FB0000329,G001881,Resort Hotel,Standard,2015-11-12,7,1,1,2,5,N,Direct
FB0000330,G002799,Resort Hotel,Premium All-Inclusive,2016-05-30,10,1,2,4,2,N,Direct
FB0000331,G004046,Resort Hotel,Standard,2017-08-27,10,2,2,1,2,Y,GDS
FB0000332,G003826,Resort Hotel,Standard,2016-09-12,7,5,5,5,2,Y,Direct
FB0000333,G002341,Resort Hotel,Full Board,2015-12-12,3,2,2,3,3,Maybe,TA/TO
FB0000334,G004602,City Hotel,Half Board,2017-04-15,8,3,4,3,4,Y,Direct
FB0000335,G001402,Resort Hotel,Premium All-Inclusive,2017-03-04,2,5,3,3,1,N,GDS
FB0000336,G001705,Resort Hotel,Half Board,2016-09-10,9,4,5,2,3,N,GDS
FB0000337,G002900,Resort Hotel,Premium All-Inclusive,2016-05-15,10,4,4,5,3,Maybe,GDS
FB0000338,G003983,City Hotel,Full Board,2016-05-25,4,4,3,1,4,N,TA/TO
FB0000339,G003388,Resort Hotel,Premium All-Inclusive,2016-06-10,4,3,5,1,3,Maybe,Direct
FB0000340,G003382,Resort Hotel,Half Board,2015-07-03,6,2,4,3,4,Maybe,GDS
FB0000341,G002926,City Hotel,Premium All-Inclusive,2017-07-16,9,3,4,4,1,Maybe,TA/TO
FB0000342,G001806,City Hotel,Full Board,2016-11-28,6,3,1,4,2,N,GDS
FB0000343,G001334,City Hotel,Standard,2017-04-15,8,2,3,2,1,Y,Direct
FB0000344,G000103,City Hotel,Premium All-Inclusive,2017-02-14,10,3,3,4,2,N,GDS
FB0000345,G002656,City Hotel,Breakfast Included,2016-04-26,7,3,5,4,1,N,TA/TO
FB0000346,G001078,Resort Hotel,Standard,2016-04-08,6,5,5,2,5,N,Direct
FB0000347,G002716,Resort Hotel,Breakfast Included,2017-02-04,8,5,5,1,4,Maybe,GDS
FB0000348,G002853,Resort Hotel,Breakfast Included,2015-11-24,4,4,3,1,2,Y,TA/TO
FB0000349,G000539,City Hotel,Standard,2016-11-20,8,5,4,2,1,Y,Direct
FB0000350,G004975,Resort Hotel,Half Board,2016-03-01,5,1,5,5,5,Maybe,Direct
FB0000351,G002577,City Hotel,Standard,2016-04-14,8,3,5,4,1,Maybe,TA/TO
FB0000352,G002206,City Hotel,Full Board,2015-07-29,9,3,5,4,3,Maybe,Direct
FB0000353,G002383,Resort Hotel,Half Board,2017-03-06,9,2,1,1,3,Y,Direct
FB0000354,G002412,City Hotel,Premium All-Inclusive,2016-12-08,6,4,3,3,5,Y,GDS
FB0000355,G003629,City Hotel,Premium All-Inclusive,2016-05-28,8,3,3,1,3,Y,TA/TO
FB0000356,G004701,City Hotel,Standard,2016-10-11,6,4,4,1,4,Maybe,GDS
FB0000357,G003293,City Hotel,Standard,2017-05-17,7,3,1,2,3,Y,Direct
FB0000358,G002151,City Hotel,Premium All-Inclusive,2016-07-23,10,3,3,5,3,Maybe,Direct
FB0000359,G003794,City Hotel,Full Board,2017-06-09,7,5,2,2,4,Maybe,TA/TO
FB0000360,G003069,Resort Hotel,Standard,2017-01-27,8,3,5,1,4,Y,TA/TO
FB0000361,G004075,Resort Hotel,Breakfast Included,2015-11-05,1,2,2,3,1,Maybe,Direct
FB0000362,G002121,Resort Hotel,Standard,2017-02-20,8,4,5,1,3,N,Direct
FB0000363,G004923,Resort Hotel,Half Board,2016-01-16,8,4,2,2,4,N,TA/TO
FB0000364,G002201,City Hotel,Premium All-Inclusive,2016-03-05,10,4,5,4,1,Y,TA/TO
FB0000365,G000726,City Hotel,Premium All-Inclusive,2015-10-31,9,2,4,5,3,Maybe,Direct
FB0000366,G001656,City Hotel,Breakfast Included,2016-03-29,5,3,1,4,1,Maybe,GDS
FB0000367,G001185,Resort Hotel,Standard,2016-11-27,7,5,4,2,2,Maybe,TA/TO
FB0000368,G000336,City Hotel,Full Board,2016-01-13,8,2,2,1,5,Y,Direct
FB0000369,G002501,Resort Hotel,Standard,2016-12-13,6,2,3,1,5,N,TA/TO
FB0000370,G000804,Resort Hotel,Premium All-Inclusive,2016-03-18,9,4,1,1,3,Y,TA/TO
FB0000371,G004844,City Hotel,Half Board,2015-07-16,8,2,5,3,2,Y,GDS
FB0000372,G004085,City Hotel,Standard,2017-06-23,4,2,1,2,4,N,TA/TO
FB0000373,G001718,Resort Hotel,Half Board,2015-08-05,5,1,3,4,5,Y,GDS
FB0000374,G004080,City Hotel,Standard,2016-02-14,5,3,5,1,2,N,TA/TO
FB0000375,G001330,City Hotel,Breakfast Included,2015-09-22,8,3,2,5,4,Maybe,GDS
FB0000376,G003015,Resort Hotel,Premium All-Inclusive,2016-08-17,6,1,4,4,1,Maybe,Direct
FB0000377,G001345,City Hotel,Full Board,2016-12-08,4,1,2,3,1,N,TA/TO
FB0000378,G003545,Resort Hotel,Full Board,2017-07-06,8,3,2,4,2,Maybe,Direct
FB0000379,G002009,Resort Hotel,Standard,2015-08-14,8,1,1,2,3,N,TA/TO
FB0000380,G004439,Resort Hotel,Full Board,2015-07-28,8,5,1,5,3,Maybe,TA/TO
FB0000381,G002102,Resort Hotel,Premium All-Inclusive,2016-04-04,9,5,3,5,4,Y,GDS
FB0000382,G003820,City Hotel,Half Board,2017-05-05,10,1,3,4,3,N,Direct
FB0000383,G003669,Resort Hotel,Standard,2016-08-25,5,3,5,1,3,N,GDS
FB0000384,G002323,Resort Hotel,Standard,2016-03-21,6,3,4,3,5,Y,GDS
FB0000385,G001312,Resort Hotel,Half Board,2015-11-15,8,5,5,5,4,N,GDS
FB0000386,G000141,City Hotel,Half Board,2015-07-26,5,1,4,5,3,Y,Direct
FB0000387,G004883,City Hotel,Breakfast Included,2016-02-15,9,5,5,4,3,N,TA/TO
FB0000388,G001759,Resort Hotel,Breakfast Included,2016-11-08,7,2,4,1,3,N,Direct
FB0000389,G002109,City Hotel,Breakfast Included,2015-12-16,10,1,2,5,2,N,Direct
FB0000390,G002360,Resort Hotel,Breakfast Included,2015-11-18,5,4,2,1,4,N,Direct
FB0000391,G003957,Resort Hotel,Premium All-Inclusive,2016-02-07,10,1,1,4,2,Y,Direct
FB0000392,G004950,Resort Hotel,Premium All-Inclusive,2016-10-09,7,3,2,1,1,Maybe,GDS
FB0000393,G001550,Resort Hotel,Premium All-Inclusive,2016-07-09,8,5,2,4,2,Y,Direct
FB0000394,G004945,Resort Hotel,Premium All-Inclusive,2017-08-28,10,1,1,5,5,N,TA/TO
FB0000395,G004739,City Hotel,Premium All-Inclusive,2016-12-22,5,1,5,5,3,Y,TA/TO
FB0000396,G004071,City Hotel,Standard,2016-04-18,4,1,4,3,2,Y,TA/TO
FB0000397,G002615,Resort Hotel,Premium All-Inclusive,2016-01-09,10,2,2,3,5,Maybe,GDS
FB0000398,G004881,Resort Hotel,Standard,2015-11-08,8,3,1,5,2,Y,GDS
FB0000399,G002270,City Hotel,Breakfast Included,2017-04-02,10,1,1,5,1,Maybe,TA/TO
FB0000400,G001843,City Hotel,Full Board,2016-07-20,5,2,3,2,1,Maybe,TA/TO
FB0000401,G001399,Resort Hotel,Full Board,2016-03-17,7,2,5,1,4,Y,Direct
FB0000402,G001369,Resort Hotel,Standard,2016-11-19,8,5,5,4,5,Y,Direct
FB0000403,G002485,City Hotel,Breakfast Included,2017-02-02,10,2,4,2,3,N,TA/TO
FB0000404,G002949,City Hotel,Premium All-Inclusive,2015-08-08,8,5,5,1,3,Y,TA/TO
FB0000405,G000699,City Hotel,Breakfast Included,2017-08-31,8,4,5,5,3,Y,GDS
FB0000406,G002936,City Hotel,Full Board,2015-10-18,9,1,1,3,3,N,Direct
FB0000407,G003824,Resort Hotel,Breakfast Included,2016-08-03,2,2,2,1,4,Y,GDS
FB0000408,G003014,City Hotel,Full Board,2015-07-26,10,1,2,4,4,Maybe,GDS
FB0000409,G002558,City Hotel,Full Board,2017-02-19,9,4,2,5,3,N,TA/TO
FB0000410,G004480,Resort Hotel,Standard,2016-07-09,7,4,2,1,2,Y,Direct
FB0000411,G000638,City Hotel,Premium All-Inclusive,2016-01-13,8,4,2,3,1,Y,Direct
FB0000412,G004271,City Hotel,Premium All-Inclusive,2017-07-31,10,1,1,2,4,Y,Direct
FB0000413,G000202,Resort Hotel,Full Board,2015-08-07,7,4,3,5,2,Maybe,GDS
FB0000414,G001249,City Hotel,Breakfast Included,2016-05-29,6,4,3,3,4,N,Direct
FB0000415,G003544,City Hotel,Standard,2016-04-30,6,5,1,2,4,N,Direct
FB0000416,G002312,City Hotel,Half Board,2016-01-25,7,3,4,4,4,N,TA/TO
FB0000417,G001372,Resort Hotel,Breakfast Included,2017-06-14,7,1,4,3,4,Maybe,Direct
FB0000418,G002914,Resort Hotel,Half Board,2015-12-18,9,3,2,1,3,Maybe,GDS
FB0000419,G001207,Resort Hotel,Half Board,2016-04-21,8,5,1,4,3,Y,GDS
FB0000420,G003262,City Hotel,Standard,2017-06-11,8,3,5,5,4,Y,Direct
FB0000421,G003508,City Hotel,Standard,2015-11-03,6,3,2,5,5,N,Direct
FB0000422,G000786,Resort Hotel,Standard,2016-04-12,9,3,1,1,3,Y,TA/TO
FB0000423,G001751,Resort Hotel,Half Board,2017-03-17,10,1,5,4,5,Y,TA/TO
FB0000424,G001974,Resort Hotel,Premium All-Inclusive,2016-12-21,9,3,3,5,2,N,GDS
FB0000425,G002154,Resort Hotel,Half Board,2016-07-17,9,4,5,5,4,N,Direct
FB0000426,G002396,City Hotel,Half Board,2017-04-08,8,1,3,2,4,Maybe,Direct
FB0000427,G002676,Resort Hotel,Full Board,2016-12-09,6,4,5,3,1,Maybe,GDS
FB0000428,G003532,Resort Hotel,Premium All-Inclusive,2016-01-02,10,2,1,5,1,N,TA/TO
FB0000429,G004451,Resort Hotel,Standard,2016-09-22,7,5,3,3,1,Y,TA/TO
FB0000430,G001301,Resort Hotel,Breakfast Included,2016-08-26,7,5,5,5,2,N,GDS
FB0000431,G001773,Resort Hotel,Breakfast Included,2015-10-17,1,1,2,5,3,Maybe,TA/TO
FB0000432,G001561,Resort Hotel,Full Board,2015-09-14,9,5,4,3,4,Y,GDS
FB0000433,G001484,City Hotel,Breakfast Included,2017-01-27,8,4,1,2,1,Y,GDS
FB0000434,G003338,Resort Hotel,Half Board,2015-10-19,8,4,2,5,3,Y,TA/TO
FB0000435,G001732,Resort Hotel,Standard,2016-11-16,6,1,4,5,2,Y,TA/TO
FB0000436,G004845,Resort Hotel,Premium All-Inclusive,2015-08-10,4,1,4,1,2,Y,Direct
FB0000437,G000230,Resort Hotel,Full Board,2015-10-12,7,4,4,5,1,Maybe,GDS
FB0000438,G001918,Resort Hotel,Full Board,2016-02-07,10,1,4,5,2,N,GDS
FB0000439,G001388,Resort Hotel,Premium All-Inclusive,2016-05-12,8,1,1,1,1,N,TA/TO
FB0000440,G003626,Resort Hotel,Premium All-Inclusive,2016-04-25,3,5,4,1,1,Maybe,Direct
FB0000441,G003035,Resort Hotel,Breakfast Included,2016-07-25,9,1,5,1,4,Y,Direct
FB0000442,G002775,City Hotel,Premium All-Inclusive,2016-10-07,2,4,1,1,1,Y,Direct
FB0000443,G001085,City Hotel,Breakfast Included,2015-12-21,8,5,2,5,1,N,Direct
FB0000444,G000999,City Hotel,Standard,2017-08-18,10,5,1,4,5,Y,GDS
FB0000445,G000917,City Hotel,Premium All-Inclusive,2016-07-26,10,4,5,5,4,Y,Direct
FB0000446,G002307,Resort Hotel,Standard,2015-09-20,3,4,2,2,5,Y,TA/TO
FB0000447,G002973,City Hotel,Breakfast Included,2017-02-01,6,2,5,3,5,Maybe,GDS
FB0000448,G003545,Resort Hotel,Standard,2015-11-27,4,4,1,2,3,N,GDS
FB0000449,G003199,Resort Hotel,Premium All-Inclusive,2016-05-30,2,2,3,2,1,Maybe,TA/TO
FB0000450,G002668,Resort Hotel,Breakfast Included,2017-04-12,7,3,4,3,5,N,Direct
FB0000451,G002412,City Hotel,Breakfast Included,2016-03-14,8,2,4,2,2,N,Direct
FB0000452,G000946,Resort Hotel,Breakfast Included,2017-04-05,6,5,4,4,1,Maybe,Direct
FB0000453,G000020,City Hotel,Breakfast Included,2015-07-18,7,2,5,2,1,Y,Direct
FB0000454,G003403,Resort Hotel,Premium All-Inclusive,2016-09-08,10,4,3,3,5,Y,Direct
FB0000455,G004008,City Hotel,Premium All-Inclusive,2016-11-22,10,5,1,1,3,Maybe,GDS
FB0000456,G000257,Resort Hotel,Breakfast Included,2016-08-31,7,4,4,2,5,N,Direct
FB0000457,G004987,Resort Hotel,Breakfast Included,2017-04-27,6,5,5,1,1,N,TA/TO
FB0000458,G001008,Resort Hotel,Full Board,2016-04-30,9,5,3,3,3,Maybe,TA/TO
FB0000459,G002496,Resort Hotel,Half Board,2016-06-17,7,1,2,4,1,N,Direct
FB0000460,G001371,Resort Hotel,Half Board,2016-11-26,9,2,2,5,4,Y,Direct
FB0000461,G003838,Resort Hotel,Breakfast Included,2016-09-09,10,3,5,3,2,N,GDS
FB0000462,G002373,Resort Hotel,Premium All-Inclusive,2017-06-05,7,3,1,2,1,Maybe,Direct
FB0000463,G000821,Resort Hotel,Breakfast Included,2016-02-25,7,3,5,3,3,Y,TA/TO
FB0000464,G001411,City Hotel,Premium All-Inclusive,2015-11-17,10,3,3,2,2,N,GDS
FB0000465,G004217,City Hotel,Full Board,2015-11-13,9,5,5,4,3,N,TA/TO
FB0000466,G002485,City Hotel,Half Board,2017-05-11,0,2,5,5,1,Y,Direct
FB0000467,G003824,Resort Hotel,Breakfast Included,2015-09-13,9,1,3,4,4,Y,Direct
FB0000468,G000731,City Hotel,Half Board,2015-09-19,6,5,1,4,2,Y,Direct
FB0000469,G001994,Resort Hotel,Half Board,2015-12-12,8,1,3,5,4,Maybe,GDS
FB0000470,G000320,City Hotel,Half Board,2016-07-20,5,5,4,3,1,N,GDS
FB0000471,G001124,City Hotel,Premium All-Inclusive,2016-07-14,4,5,5,1,1,Y,TA/TO
FB0000472,G002170,Resort Hotel,Premium All-Inclusive,2016-02-12,1,2,4,4,2,Y,Direct
FB0000473,G002752,Resort Hotel,Full Board,2017-01-30,6,4,4,2,5,Y,TA/TO
FB0000474,G001419,Resort Hotel,Premium All-Inclusive,2016-01-19,10,4,4,4,2,Maybe,TA/TO
FB0000475,G000719,Resort Hotel,Standard,2016-03-09,3,1,4,3,2,Maybe,TA/TO
FB0000476,G000643,Resort Hotel,Full Board,2015-10-20,6,2,4,3,2,Maybe,Direct
FB0000477,G003084,Resort Hotel,Standard,2017-07-18,6,1,3,2,5,Maybe,Direct
FB0000478,G000519,Resort Hotel,Premium All-Inclusive,2016-11-21,7,2,5,5,3,N,Direct
FB0000479,G004361,Resort Hotel,Half Board,2017-05-03,7,2,5,5,3,N,GDS
FB0000480,G004164,Resort Hotel,Breakfast Included,2015-12-13,8,3,5,4,5,Maybe,TA/TO
FB0000481,G001463,City Hotel,Premium All-Inclusive,2016-04-20,8,3,1,3,2,Y,Direct
FB0000482,G000924,Resort Hotel,Standard,2017-04-12,8,4,1,1,4,N,TA/TO
FB0000483,G002292,Resort Hotel,Half Board,2016-01-30,8,1,3,4,5,Maybe,GDS
FB0000484,G001050,Resort Hotel,Full Board,2017-02-28,5,2,2,5,3,Y,TA/TO
FB0000485,G000267,City Hotel,Standard,2017-05-01,6,3,2,5,3,Maybe,Direct
FB0000486,G003280,City Hotel,Half Board,2016-10-08,9,4,2,1,2,N,Direct
FB0000487,G002967,Resort Hotel,Half Board,2015-08-02,4,1,1,1,4,N,Direct
FB0000488,G001947,City Hotel,Full Board,2016-07-08,8,4,2,3,5,Maybe,Direct
FB0000489,G002760,City Hotel,Standard,2016-06-12,7,3,3,2,5,N,TA/TO
FB0000490,G000573,Resort Hotel,Full Board,2015-09-09,5,5,2,3,5,Maybe,TA/TO
FB0000491,G000463,Resort Hotel,Standard,2016-04-11,7,2,3,4,2,Maybe,GDS
FB0000492,G003478,Resort Hotel,Breakfast Included,2016-01-20,8,2,1,4,1,Y,Direct
FB0000493,G001157,Resort Hotel,Premium All-Inclusive,2017-05-07,9,4,5,3,2,Maybe,TA/TO
FB0000494,G003944,Resort Hotel,Full Board,2015-10-14,6,4,4,2,1,Maybe,TA/TO
FB0000495,G002898,City Hotel,Full Board,2016-07-28,6,5,1,2,5,N,TA/TO
FB0000496,G004244,Resort Hotel,Full Board,2017-01-29,9,3,1,4,3,Maybe,Direct
FB0000497,G000814,City Hotel,Breakfast Included,2015-09-28,6,5,3,3,1,Y,GDS
FB0000498,G000815,City Hotel,Breakfast Included,2016-08-06,8,1,2,4,2,Y,Direct
FB0000499,G001003,Resort Hotel,Half Board,2015-12-23,4,1,4,3,4,Y,Direct
FB0000500,G003607,City Hotel,Standard,2017-03-27,7,4,1,3,5,N,TA/TO
FB0000501,G002220,Resort Hotel,Half Board,2016-01-20,1,4,3,3,4,Maybe,GDS
FB0000502,G002384,City Hotel,Full Board,2017-04-24,9,4,3,1,5,Y,Direct
FB0000503,G002003,City Hotel,Full Board,2017-08-14,5,3,2,2,4,Y,Direct
FB0000504,G003742,Resort Hotel,Half Board,2016-10-17,8,4,4,1,4,Y,Direct
FB0000505,G000191,Resort Hotel,Half Board,2017-07-06,10,4,4,1,4,Maybe,TA/TO
FB0000506,G000158,Resort Hotel,Half Board,2017-06-28,4,1,1,4,5,Maybe,GDS
FB0000507,G002836,City Hotel,Half Board,2015-11-17,7,3,4,3,1,Maybe,TA/TO
FB0000508,G000526,City Hotel,Half Board,2017-05-19,6,3,2,5,4,Maybe,GDS
FB0000509,G001724,Resort Hotel,Premium All-Inclusive,2017-02-17,10,4,1,1,1,Y,TA/TO
FB0000510,G000064,Resort Hotel,Breakfast Included,2015-10-17,7,2,5,5,1,Maybe,Direct
FB0000511,G001189,Resort Hotel,Premium All-Inclusive,2015-09-22,9,5,5,5,2,Maybe,Direct
FB0000512,G004377,Resort Hotel,Premium All-Inclusive,2017-03-10,6,4,3,1,1,Maybe,Direct
FB0000513,G002966,Resort Hotel,Full Board,2016-09-04,9,1,5,1,5,N,TA/TO
FB0000514,G002617,City Hotel,Full Board,2015-11-07,7,3,5,1,3,Y,TA/TO
FB0000515,G001842,City Hotel,Premium All-Inclusive,2016-12-04,5,4,4,3,1,N,GDS
FB0000516,G000637,City Hotel,Breakfast Included,2015-09-24,9,4,3,5,2,Y,Direct
FB0000517,G001128,Resort Hotel,Half Board,2017-05-23,10,2,3,3,5,Y,GDS
FB0000518,G003031,City Hotel,Full Board,2015-10-04,9,2,3,4,4,Maybe,GDS
FB0000519,G003141,City Hotel,Standard,2017-03-02,4,2,4,1,3,N,TA/TO
FB0000520,G003387,City Hotel,Breakfast Included,2016-12-29,3,2,3,1,2,N,Direct
FB0000521,G001653,Resort Hotel,Breakfast Included,2016-08-15,1,4,3,5,4,Maybe,TA/TO
FB0000522,G002669,Resort Hotel,Full Board,2016-05-04,8,3,4,3,3,Maybe,GDS
FB0000523,G001167,City Hotel,Premium All-Inclusive,2016-12-09,10,4,2,5,5,Maybe,Direct
FB0000524,G001042,Resort Hotel,Standard,2016-05-29,7,4,4,3,1,N,Direct
FB0000525,G000534,Resort Hotel,Breakfast Included,2015-09-06,5,4,3,1,5,Maybe,TA/TO
FB0000526,G002648,Resort Hotel,Full Board,2017-03-26,8,4,2,5,4,N,GDS
FB0000527,G004031,City Hotel,Full Board,2016-02-19,6,2,3,2,5,Maybe,TA/TO
FB0000528,G002160,City Hotel,Breakfast Included,2015-07-27,7,4,2,5,5,N,GDS
FB0000529,G003004,Resort Hotel,Full Board,2017-08-21,4,1,4,4,1,Y,TA/TO
FB0000530,G001754,Resort Hotel,Breakfast Included,2016-09-24,9,4,4,3,3,Y,Direct
FB0000531,G002064,City Hotel,Premium All-Inclusive,2017-02-19,8,1,1,5,2,Maybe,Direct
FB0000532,G001785,Resort Hotel,Standard,2015-08-06,8,2,3,5,2,N,TA/TO
FB0000533,G003979,City Hotel,Standard,2017-06-03,8,2,1,2,1,Maybe,Direct
FB0000534,G003256,Resort Hotel,Full Board,2016-04-14,10,3,1,5,3,N,TA/TO
FB0000535,G004083,Resort Hotel,Premium All-Inclusive,2016-12-20,9,3,3,5,4,Maybe,TA/TO
FB0000536,G003812,Resort Hotel,Half Board,2015-09-26,3,5,1,4,5,N,GDS
FB0000537,G000444,Resort Hotel,Standard,2017-02-23,8,2,2,5,3,Y,Direct
FB0000538,G001673,City Hotel,Premium All-Inclusive,2017-08-19,9,5,4,4,5,N,TA/TO
FB0000539,G004681,Resort Hotel,Premium All-Inclusive,2015-11-27,1,2,2,4,3,Y,TA/TO
FB0000540,G000408,Resort Hotel,Breakfast Included,2015-11-21,6,1,3,2,1,Maybe,GDS
FB0000541,G003064,City Hotel,Full Board,2016-02-14,5,2,5,3,5,N,GDS
FB0000542,G000435,City Hotel,Full Board,2017-06-29,10,5,4,1,1,Maybe,GDS
FB0000543,G001349,Resort Hotel,Premium All-Inclusive,2015-08-25,7,3,2,5,4,Maybe,GDS
FB0000544,G000573,City Hotel,Full Board,2017-06-11,9,4,4,4,4,Y,Direct
FB0000545,G002747,Resort Hotel,Breakfast Included,2017-04-07,6,1,3,2,1,N,TA/TO
FB0000546,G004196,City Hotel,Breakfast Included,2017-05-31,9,5,5,5,3,Y,Direct
FB0000547,G000414,City Hotel,Breakfast Included,2016-12-14,9,5,1,3,1,Y,Direct
FB0000548,G000852,Resort Hotel,Half Board,2015-08-02,5,3,2,2,4,Maybe,Direct
FB0000549,G000636,City Hotel,Breakfast Included,2016-05-02,9,2,3,1,3,Maybe,GDS
FB0000550,G004200,Resort Hotel,Standard,2016-08-06,4,1,4,4,5,Maybe,TA/TO
FB0000551,G001156,City Hotel,Half Board,2015-10-09,2,1,4,2,4,N,TA/TO
FB0000552,G000663,Resort Hotel,Breakfast Included,2015-09-27,10,3,1,4,5,N,Direct
FB0000553,G001843,City Hotel,Standard,2016-04-06,8,3,5,4,1,Maybe,GDS
FB0000554,G000755,Resort Hotel,Half Board,2016-08-05,5,1,3,3,4,Y,GDS
FB0000555,G004353,Resort Hotel,Half Board,2016-12-01,7,2,4,5,3,Maybe,GDS
FB0000556,G000791,Resort Hotel,Full Board,2015-11-03,5,5,5,5,2,Maybe,TA/TO
FB0000557,G000708,Resort Hotel,Premium All-Inclusive,2016-07-23,9,4,1,4,1,Y,Direct
FB0000558,G003593,Resort Hotel,Breakfast Included,2015-12-12,9,3,3,2,4,Maybe,GDS
FB0000559,G000001,City Hotel,Breakfast Included,2016-02-10,8,4,5,1,4,N,GDS
FB0000560,G004621,Resort Hotel,Half Board,2017-07-25,8,5,4,5,3,Maybe,TA/TO
FB0000561,G003986,Resort Hotel,Premium All-Inclusive,2017-03-08,9,2,1,2,5,Y,Direct
FB0000562,G004530,Resort Hotel,Full Board,2016-11-25,7,2,4,3,3,Maybe,GDS
FB0000563,G003015,Resort Hotel,Premium All-Inclusive,2016-05-31,9,4,3,2,1,Maybe,Direct
FB0000564,G003429,Resort Hotel,Half Board,2016-01-27,1,5,1,2,2,Y,Direct
FB0000565,G003773,Resort Hotel,Half Board,2015-07-20,6,2,2,4,4,N,Direct
FB0000566,G000025,Resort Hotel,Half Board,2016-05-18,6,4,2,1,3,Maybe,Direct
FB0000567,G003457,City Hotel,Full Board,2015-11-26,9,3,4,4,4,Y,Direct
FB0000568,G001247,City Hotel,Premium All-Inclusive,2016-11-04,10,1,1,2,3,N,TA/TO
