Passenger_ID,age,gender,income_level,frequent_flyer_status,satisfaction_segment,total_flights,total_no_shows,no_show_rate,avg_satisfaction,avg_price_paid,total_delay_minutes,preferred_class,preferred_checkin,primary_travel_purpose,preferred_airline
P1196,49,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,9.1,498.95,4.0,Economy,Online,Business,Southwest
P1197,22,Male,High,Gold,Satisfied,1,0,0.0,7.2,302.57,5.0,Economy,Online,Leisure,Southwest
P1198,18,Female,Low,Non-Member,Neutral,1,0,0.0,6.2,443.74,1.0,Economy,Desk,Emergency,Delta
P1199,38,Male,Low,Gold,Neutral,1,0,0.0,6.3,396.6,4.0,Economy,Desk,Business,Delta
P12,39,Male,Medium,Gold,Satisfied,1,0,0.0,7.9,338.0,7.0,Premium Economy,Online,Business,JetBlue
P120,51,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.2,344.5,2.0,Economy,Mobile App,Family,United
P1200,39,Female,Low,Platinum,Satisfied,1,0,0.0,7.0,385.19,9.0,Premium Economy,Mobile App,Family,Southwest
P1201,18,Male,Low,Silver,Highly Satisfied,1,0,0.0,10.0,296.96,4.0,Economy,Desk,Leisure,Delta
P1202,50,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.1,163.07,27.0,Business,Desk,Emergency,American Airlines
P1203,58,Female,Medium,Platinum,Satisfied,1,0,0.0,7.3,232.11,11.0,Premium Economy,Online,Business,American Airlines
P1204,30,Male,Medium,Platinum,Neutral,1,0,0.0,5.3,376.61,38.0,Premium Economy,Airport Kiosk,Leisure,JetBlue
P1205,54,Female,High,Non-Member,Highly Satisfied,1,0,0.0,8.5,360.52,8.0,Economy,Desk,Business,Delta
P1206,31,Male,Medium,Silver,Neutral,1,0,0.0,6.1,373.72,6.0,Economy,Online,Family,Delta
P1207,18,Female,Medium,Platinum,Satisfied,1,0,0.0,7.0,427.66,12.0,Economy,Airport Kiosk,Business,JetBlue
P1208,34,Female,Medium,Silver,Satisfied,1,0,0.0,7.7,376.79,2.0,Economy,Airport Kiosk,Emergency,Delta
P1209,41,Female,Medium,Non-Member,Neutral,1,0,0.0,5.4,419.13,0.0,Business,Airport Kiosk,Family,Delta
P121,25,Male,Medium,Silver,Satisfied,1,0,0.0,6.8,384.83,6.0,Economy,Mobile App,Emergency,American Airlines
P1210,39,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,8.2,422.7,18.0,Economy,Online,Emergency,American Airlines
P1211,22,Male,Medium,Silver,Satisfied,1,0,0.0,7.6,327.65,19.0,Premium Economy,Airport Kiosk,Emergency,American Airlines
P1212,23,Female,Low,Non-Member,Dissatisfied,1,0,0.0,4.8,288.45,10.0,Economy,Desk,Business,Southwest
P1213,30,Male,High,Non-Member,Dissatisfied,1,0,0.0,4.9,332.16,5.0,Economy,Desk,Business,JetBlue
P1214,25,Female,Low,Non-Member,Dissatisfied,1,0,0.0,4.9,387.33,6.0,Premium Economy,Desk,Family,American Airlines
P1215,59,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,10.0,374.51,6.0,Economy,Online,Business,Southwest
P1216,27,Female,Low,Non-Member,Satisfied,1,0,0.0,7.8,419.44,10.0,Premium Economy,Airport Kiosk,Business,Southwest
P1217,48,Male,High,Non-Member,Dissatisfied,1,0,0.0,2.4,220.66,6.0,Business,Airport Kiosk,Family,Southwest
P1218,32,Male,Medium,Non-Member,Neutral,1,0,0.0,6.1,440.04,15.0,Premium Economy,Desk,Emergency,Southwest
P1219,28,Male,Medium,Silver,Satisfied,1,0,0.0,7.3,463.42,5.0,Economy,Mobile App,Business,JetBlue
P122,79,Male,Medium,Silver,Satisfied,1,0,0.0,7.6,128.22,6.0,Premium Economy,Mobile App,Leisure,United
P1220,60,Male,High,Silver,Satisfied,1,0,0.0,7.0,373.57,2.0,Economy,Airport Kiosk,Emergency,American Airlines
P1221,50,Male,Medium,Non-Member,Dissatisfied,1,0,0.0,3.6,300.44,7.0,Business,Mobile App,Emergency,JetBlue
P1222,77,Female,Medium,Silver,Neutral,1,0,0.0,5.3,357.08,10.0,Economy,Airport Kiosk,Emergency,JetBlue
P1223,76,Female,Medium,Non-Member,Satisfied,1,1,1.0,7.6,295.0,20.0,Economy,Online,Business,American Airlines
P1224,28,Male,High,Non-Member,Satisfied,1,0,0.0,7.7,370.75,24.0,Economy,Mobile App,Leisure,Delta
P1225,25,Female,High,Non-Member,Satisfied,1,0,0.0,7.7,319.53,28.0,Business,Airport Kiosk,Family,Delta
P1226,79,Female,Low,Platinum,Satisfied,1,0,0.0,6.7,346.46,1.0,Economy,Online,Leisure,JetBlue
P1227,74,Female,Low,Silver,Highly Satisfied,1,0,0.0,8.3,449.85,4.0,Business,Mobile App,Emergency,Delta
P1228,45,Female,Low,Non-Member,Satisfied,1,0,0.0,7.8,347.69,11.0,Premium Economy,Airport Kiosk,Business,Southwest
P1229,50,Male,High,Non-Member,Satisfied,1,0,0.0,7.0,200.01,4.0,Economy,Desk,Leisure,JetBlue
P123,61,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.8,260.06,3.0,Premium Economy,Desk,Family,United
P1230,31,Female,High,Non-Member,Highly Satisfied,1,0,0.0,9.0,399.62,5.0,Economy,Airport Kiosk,Business,Southwest
P1231,47,Male,Low,Platinum,Highly Satisfied,1,1,1.0,8.0,443.94,4.0,Business,Online,Business,Southwest
P1232,71,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.3,450.47,4.0,Premium Economy,Desk,Leisure,United
P1233,78,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.7,430.86,15.0,Premium Economy,Airport Kiosk,Leisure,Delta
P1234,64,Female,Medium,Gold,Satisfied,1,0,0.0,6.8,298.41,11.0,First,Desk,Business,Southwest
P1235,34,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,10.0,173.66,5.0,Premium Economy,Mobile App,Family,Southwest
P1236,35,Male,Medium,Silver,Dissatisfied,1,0,0.0,4.5,377.93,7.0,Economy,Desk,Family,American Airlines
P1237,21,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.8,331.55,2.0,Business,Airport Kiosk,Family,Southwest
P1238,74,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.5,226.02,3.0,Business,Online,Emergency,United
P1239,50,Female,Medium,Gold,Highly Satisfied,1,0,0.0,8.9,429.53,16.0,Business,Airport Kiosk,Emergency,JetBlue
P124,32,Male,Low,Non-Member,Neutral,1,0,0.0,6.0,546.65,1.0,Economy,Online,Family,American Airlines
P1240,63,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.5,351.28,3.0,Economy,Desk,Leisure,Delta
P1241,48,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.0,364.17,4.0,Premium Economy,Airport Kiosk,Business,United
P1242,34,Female,High,Non-Member,Highly Satisfied,1,0,0.0,8.4,164.61,20.0,Economy,Airport Kiosk,Family,JetBlue
P1243,55,Male,Medium,Silver,Satisfied,1,0,0.0,7.3,384.59,4.0,Economy,Mobile App,Family,Southwest
P1244,34,Female,Low,Non-Member,Neutral,1,0,0.0,5.2,301.47,14.0,Economy,Airport Kiosk,Emergency,American Airlines
P1245,79,Female,Medium,Non-Member,Neutral,1,0,0.0,5.1,534.5,7.0,Economy,Desk,Family,Southwest
P1246,44,Male,Medium,Non-Member,Neutral,1,0,0.0,5.9,347.06,0.0,Economy,Mobile App,Emergency,Delta
P1247,21,Male,High,Silver,Highly Satisfied,1,0,0.0,9.2,323.78,8.0,Economy,Mobile App,Business,Delta
P1248,70,Male,High,Gold,Satisfied,1,0,0.0,7.7,272.78,0.0,Economy,Desk,Business,American Airlines
P1249,58,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.2,266.28,3.0,Premium Economy,Mobile App,Family,Delta
P125,29,Male,Medium,Non-Member,Dissatisfied,1,0,0.0,4.8,333.91,12.0,Economy,Online,Leisure,Southwest
P1250,30,Male,Medium,Non-Member,Neutral,1,0,0.0,6.0,334.27,3.0,Economy,Desk,Emergency,American Airlines
P1251,71,Male,Medium,Non-Member,Neutral,1,0,0.0,5.6,448.99,1.0,Economy,Mobile App,Business,Delta
P1252,22,Male,High,Platinum,Neutral,1,0,0.0,5.1,346.18,10.0,Economy,Mobile App,Family,Delta
P1253,28,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.3,325.46,19.0,Economy,Desk,Business,Delta
P1254,67,Male,Medium,Silver,Satisfied,1,0,0.0,6.9,311.72,4.0,Economy,Online,Family,Southwest
P1255,30,Male,Low,Non-Member,Satisfied,1,0,0.0,7.7,373.2,5.0,First,Mobile App,Leisure,United
P1256,32,Female,Low,Silver,Highly Satisfied,1,0,0.0,8.3,419.76,27.0,Business,Online,Emergency,JetBlue
P1257,29,Male,Medium,Gold,Satisfied,1,0,0.0,7.8,414.26,1.0,Economy,Airport Kiosk,Business,United
P1258,67,Male,Medium,Gold,Satisfied,1,0,0.0,6.9,245.25,37.0,Economy,Desk,Family,American Airlines
P1259,39,Female,Low,Silver,Neutral,1,0,0.0,5.3,379.9,3.0,Premium Economy,Desk,Family,Southwest
P126,45,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.8,177.53,5.0,Economy,Mobile App,Family,American Airlines
P1260,69,Male,Medium,Gold,Highly Satisfied,1,0,0.0,8.1,420.97,2.0,Economy,Mobile App,Emergency,Southwest
P1261,34,Female,High,Silver,Satisfied,1,0,0.0,7.7,277.82,9.0,Premium Economy,Airport Kiosk,Emergency,United
P1262,59,Male,High,Non-Member,Neutral,1,0,0.0,6.4,495.58,1.0,Economy,Mobile App,Family,American Airlines
P1263,67,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.8,362.46,19.0,Business,Desk,Emergency,Delta
P1264,62,Male,Medium,Gold,Highly Satisfied,1,0,0.0,8.0,344.75,9.0,Economy,Airport Kiosk,Emergency,American Airlines
P1265,54,Female,High,Non-Member,Satisfied,1,0,0.0,7.4,367.57,0.0,Economy,Desk,Emergency,Delta
P1266,59,Female,Medium,Non-Member,Neutral,1,0,0.0,6.3,330.61,30.0,Economy,Airport Kiosk,Family,Delta
P1267,73,Male,Low,Non-Member,Satisfied,1,0,0.0,6.9,376.62,36.0,Business,Mobile App,Business,JetBlue
P1268,66,Female,Low,Platinum,Neutral,1,0,0.0,6.4,277.89,10.0,First,Mobile App,Family,Southwest
P1269,42,Male,Medium,Platinum,Satisfied,1,0,0.0,7.6,363.78,2.0,Economy,Desk,Family,JetBlue
P127,45,Female,Low,Non-Member,Satisfied,1,0,0.0,7.1,402.89,22.0,Economy,Online,Leisure,United
P1270,71,Female,Medium,Non-Member,Dissatisfied,1,0,0.0,4.8,160.92,23.0,Business,Desk,Family,Southwest
P1271,55,Female,High,Silver,Satisfied,1,0,0.0,7.0,260.27,20.0,Economy,Mobile App,Emergency,Delta
P1272,68,Female,Low,Silver,Satisfied,1,0,0.0,7.1,182.33,43.0,Economy,Desk,Emergency,Southwest
P1273,32,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.3,136.38,6.0,Economy,Online,Family,Southwest
P1274,33,Female,High,Silver,Satisfied,1,0,0.0,6.7,214.93,7.0,Economy,Airport Kiosk,Leisure,Delta
P1275,28,Male,High,Gold,Highly Satisfied,1,0,0.0,10.0,476.92,16.0,Economy,Desk,Family,JetBlue
P1276,36,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.9,230.41,5.0,Economy,Mobile App,Emergency,JetBlue
P1277,58,Male,Low,Non-Member,Satisfied,1,1,1.0,7.3,89.71,11.0,Economy,Desk,Emergency,American Airlines
P1278,61,Male,Medium,Non-Member,Neutral,1,0,0.0,6.0,415.22,1.0,Premium Economy,Mobile App,Emergency,Southwest
P1279,63,Female,Medium,Silver,Neutral,1,0,0.0,5.2,551.15,1.0,Premium Economy,Airport Kiosk,Emergency,Southwest
P128,42,Female,Low,Platinum,Neutral,1,0,0.0,5.7,428.48,7.0,Business,Mobile App,Emergency,American Airlines
P1280,73,Male,High,Silver,Satisfied,1,0,0.0,6.5,260.41,6.0,First,Desk,Business,American Airlines
P1281,27,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.7,472.24,4.0,Economy,Desk,Leisure,American Airlines
P1282,27,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.6,407.44,15.0,First,Airport Kiosk,Business,Southwest
P1283,54,Female,Low,Platinum,Highly Satisfied,1,0,0.0,8.6,356.22,1.0,Economy,Desk,Leisure,American Airlines
P1284,46,Male,Medium,Gold,Dissatisfied,1,0,0.0,2.9,421.84,6.0,Economy,Mobile App,Emergency,Southwest
P1285,18,Male,High,Non-Member,Satisfied,1,1,1.0,7.8,467.61,22.0,Premium Economy,Online,Business,American Airlines
P1286,66,Female,High,Silver,Highly Satisfied,1,0,0.0,8.6,502.83,3.0,Business,Desk,Leisure,American Airlines
P1287,39,Male,Medium,Platinum,Highly Satisfied,1,0,0.0,9.8,478.26,1.0,Economy,Airport Kiosk,Leisure,JetBlue
P1288,25,Male,High,Silver,Neutral,1,0,0.0,6.2,456.8,0.0,Economy,Desk,Emergency,Delta
P1289,31,Female,Low,Non-Member,Neutral,1,0,0.0,5.2,461.13,17.0,Economy,Airport Kiosk,Leisure,American Airlines
P129,62,Male,High,Silver,Neutral,1,0,0.0,5.9,316.42,0.0,Economy,Online,Emergency,JetBlue
P1290,24,Female,Medium,Silver,Highly Satisfied,1,0,0.0,10.0,405.53,12.0,Business,Online,Business,United
P1291,44,Male,High,Gold,Satisfied,1,0,0.0,6.8,348.43,13.0,Business,Desk,Family,Southwest
P1292,44,Female,Medium,Gold,Dissatisfied,1,0,0.0,4.0,300.58,3.0,Economy,Desk,Business,United
P1293,43,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.9,227.76,5.0,Economy,Desk,Emergency,Southwest
P1294,41,Male,Medium,Gold,Highly Satisfied,1,0,0.0,9.4,441.9,7.0,Economy,Desk,Business,Southwest
P1295,27,Female,High,Silver,Satisfied,1,0,0.0,7.8,433.82,13.0,Business,Airport Kiosk,Business,Delta
P1296,21,Female,High,Silver,Satisfied,1,0,0.0,7.6,281.37,30.0,Economy,Desk,Family,United
P1297,72,Female,High,Silver,Neutral,1,0,0.0,5.8,358.22,15.0,Premium Economy,Mobile App,Family,Delta
P1298,32,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.6,400.89,24.0,Economy,Airport Kiosk,Emergency,Delta
P1299,75,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.9,421.47,9.0,Economy,Online,Business,JetBlue
P13,28,Female,Medium,Non-Member,Neutral,1,0,0.0,5.4,388.83,13.0,Economy,Desk,Emergency,American Airlines
P130,31,Female,High,Non-Member,Highly Satisfied,1,0,0.0,9.0,473.92,11.0,Business,Online,Emergency,JetBlue
P1300,52,Female,Low,Silver,Neutral,1,0,0.0,5.4,438.69,7.0,Economy,Airport Kiosk,Family,Southwest
P1301,50,Female,Medium,Silver,Neutral,1,0,0.0,6.4,118.65,10.0,Economy,Airport Kiosk,Family,American Airlines
P1302,35,Female,Low,Platinum,Satisfied,1,0,0.0,7.5,254.47,3.0,Business,Airport Kiosk,Business,United
P1303,77,Female,Low,Silver,Satisfied,1,0,0.0,7.1,255.67,21.0,Economy,Desk,Emergency,American Airlines
P1304,40,Female,High,Non-Member,Highly Satisfied,1,1,1.0,10.0,505.07,14.0,Business,Airport Kiosk,Emergency,United
P1305,69,Male,Medium,Platinum,Highly Satisfied,1,0,0.0,10.0,296.76,17.0,Premium Economy,Online,Emergency,JetBlue
P1306,34,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.5,389.01,9.0,Economy,Airport Kiosk,Business,American Airlines
P1307,59,Female,Medium,Non-Member,Neutral,1,0,0.0,6.3,255.15,14.0,Economy,Airport Kiosk,Business,United
P1308,34,Male,Low,Non-Member,Satisfied,1,0,0.0,6.7,481.17,4.0,Economy,Mobile App,Business,United
P1309,69,Female,Medium,Non-Member,Dissatisfied,1,0,0.0,4.7,395.02,1.0,Premium Economy,Mobile App,Leisure,American Airlines
P131,29,Female,Low,Platinum,Satisfied,1,0,0.0,7.5,532.86,6.0,Economy,Mobile App,Business,JetBlue
P1310,30,Female,Medium,Silver,Satisfied,1,0,0.0,7.6,300.09,51.0,Business,Mobile App,Leisure,Southwest
P1311,31,Female,Medium,Silver,Highly Satisfied,1,0,0.0,9.3,163.27,1.0,Economy,Desk,Emergency,Delta
P1312,21,Female,Low,Silver,Satisfied,1,0,0.0,7.2,369.26,2.0,Premium Economy,Mobile App,Family,American Airlines
P1313,26,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,10.0,432.16,6.0,Economy,Desk,Business,American Airlines
P1314,79,Female,High,Non-Member,Satisfied,1,0,0.0,6.5,362.32,10.0,Economy,Mobile App,Business,American Airlines
P1315,54,Female,Low,Silver,Highly Satisfied,1,0,0.0,8.0,314.26,2.0,Economy,Desk,Business,JetBlue
P1316,31,Female,Low,Silver,Highly Satisfied,1,0,0.0,9.0,422.38,1.0,Economy,Mobile App,Emergency,American Airlines
P1317,51,Male,Low,Non-Member,Satisfied,1,0,0.0,7.4,561.44,10.0,Economy,Airport Kiosk,Family,Delta
P1318,19,Male,Low,Non-Member,Satisfied,1,0,0.0,7.1,369.87,19.0,Premium Economy,Mobile App,Emergency,American Airlines
P1319,44,Male,Low,Silver,Highly Satisfied,1,0,0.0,9.8,371.24,10.0,Business,Mobile App,Emergency,Delta
P132,43,Female,Low,Platinum,Satisfied,1,0,0.0,7.5,382.4,1.0,Economy,Desk,Family,United
P1320,34,Male,Low,Non-Member,Highly Satisfied,1,1,1.0,10.0,285.82,4.0,Economy,Airport Kiosk,Business,United
P1321,68,Male,Low,Platinum,Satisfied,1,0,0.0,7.5,505.06,11.0,Premium Economy,Airport Kiosk,Family,Southwest
P1322,20,Male,High,Non-Member,Satisfied,1,0,0.0,7.2,409.89,4.0,Economy,Airport Kiosk,Business,American Airlines
P1323,19,Male,Medium,Platinum,Neutral,1,1,1.0,6.2,275.52,3.0,Economy,Airport Kiosk,Family,Southwest
P1324,31,Male,Medium,Gold,Neutral,1,0,0.0,5.3,128.83,11.0,Economy,Desk,Family,Southwest
P1325,30,Male,Low,Silver,Satisfied,1,0,0.0,6.6,456.08,4.0,Economy,Online,Business,Southwest
P1326,27,Female,High,Non-Member,Neutral,1,1,1.0,5.3,234.57,3.0,Economy,Online,Emergency,Southwest
P1327,69,Female,Medium,Platinum,Neutral,1,0,0.0,5.4,401.44,33.0,Business,Desk,Emergency,Delta
P1328,25,Female,High,Silver,Highly Satisfied,1,0,0.0,8.5,384.11,15.0,Economy,Desk,Leisure,JetBlue
P1329,21,Female,Low,Gold,Neutral,1,0,0.0,5.4,526.83,20.0,Economy,Desk,Emergency,American Airlines
P133,19,Male,Medium,Silver,Highly Satisfied,1,0,0.0,8.5,294.25,13.0,Premium Economy,Mobile App,Leisure,American Airlines
P1330,64,Male,Medium,Gold,Satisfied,1,0,0.0,7.4,272.04,2.0,Premium Economy,Airport Kiosk,Emergency,Southwest
P1331,62,Male,High,Silver,Neutral,1,0,0.0,6.2,376.95,16.0,Economy,Airport Kiosk,Business,Delta
P1332,51,Female,Low,Gold,Highly Satisfied,1,0,0.0,9.3,261.19,15.0,Premium Economy,Online,Leisure,United
P1333,73,Female,Medium,Silver,Satisfied,1,0,0.0,7.0,364.16,12.0,Economy,Airport Kiosk,Emergency,Delta
P1334,18,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.8,368.62,7.0,Premium Economy,Desk,Business,Delta
P1335,51,Male,Medium,Non-Member,Neutral,1,0,0.0,5.5,524.27,2.0,Economy,Mobile App,Emergency,JetBlue
P1336,75,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.3,410.02,4.0,Premium Economy,Desk,Emergency,American Airlines
P1337,48,Female,High,Gold,Satisfied,1,0,0.0,7.7,353.7,15.0,Economy,Airport Kiosk,Family,Delta
P1338,34,Male,Low,Platinum,Highly Satisfied,1,1,1.0,9.2,217.31,5.0,Economy,Mobile App,Business,American Airlines
P1339,35,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.3,462.19,0.0,Premium Economy,Online,Family,JetBlue
P134,77,Male,High,Non-Member,Neutral,1,0,0.0,6.2,374.44,8.0,Economy,Airport Kiosk,Family,Delta
P1340,39,Male,Low,Silver,Neutral,1,0,0.0,5.0,336.64,14.0,Economy,Airport Kiosk,Business,United
P1341,25,Male,Low,Non-Member,Satisfied,1,0,0.0,7.1,461.53,9.0,Premium Economy,Online,Emergency,Delta
P1342,44,Male,Low,Silver,Dissatisfied,1,0,0.0,3.9,350.42,12.0,Economy,Desk,Leisure,United
P1343,74,Male,Medium,Gold,Satisfied,1,0,0.0,6.9,324.5,5.0,Economy,Mobile App,Family,American Airlines
P1344,38,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,8.7,380.79,8.0,Economy,Desk,Business,Southwest
P1345,62,Female,Low,Platinum,Highly Satisfied,1,0,0.0,9.1,309.2,2.0,Premium Economy,Mobile App,Business,American Airlines
P1346,39,Male,Low,Silver,Neutral,1,0,0.0,6.0,257.88,4.0,Economy,Mobile App,Leisure,JetBlue
P1347,35,Female,Medium,Non-Member,Neutral,1,0,0.0,6.3,336.05,26.0,Economy,Desk,Emergency,United
P1348,51,Male,Medium,Non-Member,Satisfied,1,1,1.0,6.7,209.18,34.0,Economy,Mobile App,Leisure,JetBlue
P1349,60,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.1,320.2,7.0,Economy,Airport Kiosk,Leisure,American Airlines
P135,57,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.7,245.25,27.0,Economy,Online,Family,JetBlue
P1350,44,Male,Medium,Platinum,Highly Satisfied,1,0,0.0,8.6,266.33,5.0,Premium Economy,Airport Kiosk,Family,Delta
P1351,42,Female,Medium,Gold,Satisfied,1,0,0.0,6.6,342.99,3.0,Premium Economy,Mobile App,Family,Delta
P1352,19,Female,High,Non-Member,Dissatisfied,1,0,0.0,4.9,423.26,6.0,Economy,Airport Kiosk,Family,United
P1353,73,Female,Medium,Silver,Dissatisfied,1,0,0.0,4.7,305.7,6.0,Economy,Online,Family,United
P1354,39,Male,Medium,Silver,Neutral,1,0,0.0,5.2,310.57,13.0,Economy,Online,Family,JetBlue
P1355,23,Male,Low,Silver,Satisfied,1,0,0.0,6.7,359.15,4.0,Business,Desk,Business,JetBlue
P1356,62,Male,Medium,Platinum,Satisfied,1,0,0.0,7.4,477.14,6.0,Economy,Desk,Leisure,Southwest
P1357,52,Female,Low,Non-Member,Neutral,1,0,0.0,6.1,219.92,2.0,Economy,Desk,Leisure,American Airlines
P1358,71,Male,Low,Non-Member,Satisfied,1,0,0.0,7.0,373.72,0.0,Economy,Desk,Business,JetBlue
P1359,45,Male,High,Gold,Neutral,1,0,0.0,6.0,385.46,2.0,Economy,Airport Kiosk,Business,JetBlue
P136,60,Male,High,Silver,Satisfied,1,0,0.0,7.2,330.76,15.0,Premium Economy,Mobile App,Leisure,JetBlue
P1360,24,Female,Medium,Silver,Highly Satisfied,1,0,0.0,8.2,427.87,25.0,Economy,Desk,Business,United
P1361,48,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.8,327.02,9.0,Economy,Desk,Business,JetBlue
P1362,26,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.4,484.51,17.0,Economy,Desk,Leisure,JetBlue
P1363,54,Male,Low,Platinum,Satisfied,1,0,0.0,7.7,132.05,16.0,Economy,Online,Business,Delta
P1364,36,Female,Low,Silver,Highly Satisfied,1,0,0.0,9.5,368.68,1.0,Business,Online,Business,United
P1365,54,Male,Medium,Platinum,Highly Satisfied,1,0,0.0,9.8,283.95,35.0,Business,Online,Business,American Airlines
P1366,44,Male,Medium,Gold,Neutral,1,0,0.0,6.0,405.22,7.0,Economy,Desk,Emergency,American Airlines
P1367,30,Female,Low,Platinum,Dissatisfied,1,0,0.0,4.7,378.41,7.0,Premium Economy,Desk,Business,Delta
P1368,59,Female,Low,Platinum,Highly Satisfied,1,0,0.0,8.5,236.22,3.0,Premium Economy,Mobile App,Emergency,American Airlines
P1369,54,Female,High,Non-Member,Neutral,1,0,0.0,5.5,298.32,6.0,Economy,Desk,Emergency,Delta
P137,76,Male,High,Non-Member,Highly Satisfied,1,0,0.0,8.7,476.48,12.0,Economy,Desk,Leisure,Southwest
P1370,49,Female,Low,Silver,Satisfied,1,0,0.0,7.2,278.14,7.0,Premium Economy,Mobile App,Leisure,United
P1371,76,Female,Medium,Platinum,Neutral,1,1,1.0,5.7,335.11,27.0,Economy,Desk,Emergency,JetBlue
P1372,41,Female,Medium,Silver,Dissatisfied,1,0,0.0,2.7,438.09,10.0,Business,Mobile App,Emergency,JetBlue
P1373,77,Male,Medium,Silver,Satisfied,1,0,0.0,6.5,145.52,23.0,Economy,Mobile App,Family,United
P1374,23,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.5,492.8,12.0,Business,Online,Business,JetBlue
P1375,61,Male,Medium,Platinum,Highly Satisfied,1,0,0.0,8.6,232.54,5.0,Economy,Desk,Business,American Airlines
P1376,38,Male,Medium,Silver,Satisfied,1,0,0.0,6.6,290.02,10.0,First,Desk,Emergency,Southwest
P1377,68,Male,Medium,Gold,Neutral,1,0,0.0,6.4,362.52,20.0,Business,Mobile App,Business,Southwest
P1378,78,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.8,612.01,4.0,Economy,Desk,Emergency,JetBlue
P1379,25,Male,Low,Non-Member,Neutral,1,0,0.0,5.9,195.79,1.0,Economy,Desk,Leisure,JetBlue
P138,71,Male,Low,Non-Member,Satisfied,1,0,0.0,7.1,339.92,3.0,Economy,Desk,Leisure,Delta
P1380,35,Male,High,Gold,Neutral,1,0,0.0,5.8,302.61,2.0,Premium Economy,Airport Kiosk,Family,Delta
P1381,50,Female,Low,Platinum,Satisfied,1,0,0.0,7.0,464.48,4.0,Economy,Online,Leisure,United
P1382,27,Male,Medium,Platinum,Highly Satisfied,1,0,0.0,8.0,437.71,11.0,Economy,Airport Kiosk,Business,Delta
P1383,47,Female,Medium,Platinum,Satisfied,1,0,0.0,7.4,508.83,2.0,Economy,Mobile App,Business,American Airlines
P1384,29,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,9.1,318.54,5.0,Economy,Mobile App,Leisure,Delta
P1385,24,Male,Low,Silver,Highly Satisfied,1,0,0.0,8.7,375.98,3.0,Economy,Mobile App,Leisure,JetBlue
P1386,68,Male,Low,Non-Member,Satisfied,1,0,0.0,7.2,285.76,22.0,Economy,Online,Emergency,JetBlue
P1387,70,Female,High,Non-Member,Satisfied,1,0,0.0,7.4,367.94,11.0,Economy,Mobile App,Family,Southwest
P1388,63,Male,Low,Silver,Satisfied,1,0,0.0,6.7,331.05,8.0,Economy,Online,Leisure,Southwest
P1389,56,Female,Medium,Platinum,Neutral,1,0,0.0,6.0,405.98,30.0,Premium Economy,Desk,Leisure,Delta
P139,26,Male,High,Non-Member,Highly Satisfied,1,0,0.0,9.1,285.5,19.0,Business,Airport Kiosk,Emergency,JetBlue
P1390,26,Female,Medium,Non-Member,Neutral,1,0,0.0,6.3,380.9,27.0,Economy,Online,Business,American Airlines
P1391,39,Female,Low,Silver,Neutral,1,0,0.0,5.5,671.86,20.0,Economy,Airport Kiosk,Business,American Airlines
P1392,39,Female,Low,Non-Member,Satisfied,1,0,0.0,7.2,454.22,2.0,Economy,Desk,Business,JetBlue
P1393,53,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.6,467.4,12.0,Business,Desk,Family,Southwest
P1394,21,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.6,362.62,19.0,First,Desk,Emergency,Delta
